product_category,product_colour,product_currency,product_description,product_link,product_name,product_price,product_region,product_size,product_time
Bags,blue,$,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat internal pockets. Boasting the Tie-Dye print, the supple leather accessory is enriched with a bold symbol of the brand’s aesthetic heritage: the central gold-tone metal Barocco letter V, embellished by acanthus leaves taken from Versace’s signature motif. The Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character",https://www.versace.com/us/en-us/women/bags/large-tie-dye-print-virtus-bucket-bag-dbwot/DBFH488-D2VSTD_DTU_UNICA_DBWOT__.html?cgid=142000,Large Tie-Dye Print Virtus Bucket Bag,"$2,475",United States,no available,2020-03-30 19:54:52.253620
Bags,orange,$,"Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in supple calf leather quilted in a V-pattern, the evening bag features magnetic flap over closure, a shoulder chain and flat internal pockets. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif.",https://www.versace.com/us/en-us/women/bags/quilted-virtus-evening-bag-k5bgt/DBFH209-DNATR4_DTU_UNICA_K5BGT__.html?cgid=142000,Quilted Virtus Evening Bag,$895,United States,no available,2020-03-30 19:54:52.292787
Bags,orange,$,"Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in the finest quality leather with V-shaped quilting, the shoulder bag boasts magnetic flap over closure, a top handle and an adjustable shoulder strap. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif. The inside of the exceptional quality bag features a zipped and flat leather pockets.",https://www.versace.com/us/en-us/women/bags/quilted-virtus-shoulder-bag-k5bgt/DBFG985-DNATR4_DTU_UNICA_K5BGT__.html?cgid=142000,Quilted Virtus Shoulder Bag,"$1,975",United States,no available,2020-03-30 19:54:52.330524
Bags,pink,$,"Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in the finest quality leather with V-shaped quilting, the shoulder bag boasts magnetic flap over closure, a top handle and an adjustable shoulder strap. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif. The inside of the exceptional quality bag features a zipped and flat leather pockets.",https://www.versace.com/us/en-us/women/bags/quilted-virtus-shoulder-bag-k6bot/DBFG985-DNATR4_DTU_UNICA_K6BOT__.html?cgid=142000,Quilted Virtus Shoulder Bag,"$1,975",United States,no available,2020-03-30 19:54:52.486541
Bags,black,$,"Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in the finest quality leather with V-shaped quilting, the shoulder bag boasts magnetic flap over closure, a top handle and an adjustable shoulder strap. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif. The inside of the exceptional quality bag features a zipped and flat leather pockets.",https://www.versace.com/us/en-us/women/bags/quilted-virtus-shoulder-bag-k41ot/DBFG985-DNATR4_DTU_UNICA_K41OT__.html?cgid=142000,Quilted Virtus Shoulder Bag,"$1,975",United States,no available,2020-03-30 19:54:52.525178
Bags,pink,$,"Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in supple calf leather quilted in a V-pattern, the evening bag features magnetic flap over closure, a shoulder chain and flat internal pockets. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif.",https://www.versace.com/us/en-us/women/bags/quilted-virtus-evening-bag-k6bot/DBFH209-DNATR4_DTU_UNICA_K6BOT__.html?cgid=142000,Quilted Virtus Evening Bag,$895,United States,no available,2020-03-30 19:54:52.564639
Bags,black,$,"Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in supple calf leather quilted in a V-pattern, the evening bag features magnetic flap over closure, a shoulder chain and flat internal pockets. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif.",https://www.versace.com/us/en-us/women/bags/quilted-virtus-evening-bag-k41ot/DBFH209-DNATR4_DTU_UNICA_K41OT__.html?cgid=142000,Quilted Virtus Evening Bag,$895,United States,no available,2020-03-30 19:54:52.606618
Bags,white,$,"Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in supple calf leather quilted in a V-pattern, the evening bag features magnetic flap over closure, a shoulder chain and flat internal pockets. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif.",https://www.versace.com/us/en-us/women/bags/quilted-virtus-evening-bag-k0aot/DBFH209-DNATR4_DTU_UNICA_K0AOT__.html?cgid=142000,Quilted Virtus Evening Bag,$895,United States,no available,2020-03-30 19:54:52.645382
Bags,white,$,"Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in the finest quality leather with V-shaped quilting, the shoulder bag boasts magnetic flap over closure, a top handle and an adjustable shoulder strap. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif. The inside of the exceptional quality bag features a zipped and flat leather pockets.",https://www.versace.com/us/en-us/women/bags/quilted-virtus-shoulder-bag-k0aot/DBFG985-DNATR4_DTU_UNICA_K0AOT__.html?cgid=142000,Quilted Virtus Shoulder Bag,"$1,975",United States,no available,2020-03-30 19:54:52.681563
I ♡ Baroque,imprimer,€,L'imprimé I ♡ Baroque apporte une note d'élégance à votre intérieur avec cette robe de chambre en soie raffinée aux motifs Medusa.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/robe-de-chambre-soie-a-imprime-i-%E2%99%A1-baroque-z7059/ZACP00001-ZSEP0169_Z7059.html?cgid=418000,Robe de chambre soie à imprimé I ♡ Baroque,1.800 €,France,"M,L,XL",2020-03-30 19:54:52.718136
I ♡ Baroque,imprimer,€,L'imprimé I ♡ Baroque apporte une note d'élégance à votre intérieur avec ce peignoir en coton duveteux aux motifs Medusa.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/peignoir-a-imprime-i-%E2%99%A1-baroque-z7066/ZACP00008-ZCOSP075_Z7066.html?cgid=418000,Peignoir à imprimé I ♡ Baroque,495 €,France,"S,M,L,XL,XXL,3XL",2020-03-30 19:54:53.368684
I ♡ Baroque,imprimer,€,L'imprimé I ♡ Baroque apporte une note raffinée et élégante à la décoration d'intérieur avec ce coussin carré en soie orné de bordures à franges.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/coussin-i-%E2%99%A1-baroque-z7623/ZCU505001-ZSEP0131_Z01_UNIC_Z7623__.html?cgid=418000,Coussin I ♡ Baroque,300 €,France,no available,2020-03-30 19:54:53.452681
I ♡ Baroque,imprimer,€,L'imprimé I ♡ Baroque apporte une note d'élégance à votre intérieur avec ce peignoir en coton duveteux aux motifs Medusa.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/peignoir-a-imprime-i-%E2%99%A1-baroque-z7621/ZACP00008-ZCOSP075_Z7621.html?cgid=418000,Peignoir à imprimé I ♡ Baroque,495 €,France,"S,M,L,XL,XXL,3XL",2020-03-30 19:54:53.489639
I ♡ Baroque,imprimer,€,L'imprimé I ♡ Baroque apporte une note raffinée et élégante à la décoration d'intérieur avec ce coussin carré en soie orné de bordures à franges.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/coussin-i-%E2%99%A1-baroque-z7051/ZCU505001-ZSEP0131_Z01_UNIC_Z7051__.html?cgid=418000,Coussin I ♡ Baroque,300 €,France,no available,2020-03-30 19:54:53.529728
I ♡ Baroque,Noir,€,"Avec son subtil logo Versace texturé imprimé, sa manche imprimée Barocco et sa ceinture à nouer, ce doux et emblématique peignoir respire le luxe. Orné d'un logo Versace doré brodé au dos.",https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/peignoir-baroque-logo-brode-z4800/ZACJ00010-ZCOSP052_Z4800.html?cgid=418000,Peignoir Baroque logo brodé,790 €,France,"M,L,XL,XXL",2020-03-30 19:54:53.568764
I ♡ Baroque,imprimer,€,L'imprimé I ♡ Baroque apporte une note raffinée et élégante à la décoration d'intérieur avec ce coussin carré en soie orné de bordures à franges.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/coussin-i-%E2%99%A1-baroque-z7504/ZCU505001-ZSEP0131_Z01_UNIC_Z7504__.html?cgid=418000,Coussin I ♡ Baroque,300 €,France,no available,2020-03-30 19:54:53.614477
I ♡ Baroque,Blanc/Noir/Or,€,,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/assiette-i-%E2%99%A1-baroque-22%C2%A0cm-n1932/N10222-N403653_RTU_TU_N1932__.html?cgid=418000,Assiette I ♡ Baroque 22 cm,73 €,France,no available,2020-03-30 19:54:53.649985
I ♡ Baroque,Blanc/Noir/Or,€,Plat carré en porcelaine orné des jolis motifs emblématiques de la collection I ♡ Baroque.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/plat-carre-i-%E2%99%A1-baroque-14%C2%A0cm-n1211/N25814-N403651_RTU_TU_N1211__.html?cgid=418000,Plat carré I ♡ Baroque 14 cm,172 €,France,no available,2020-03-30 19:54:53.685106
I ♡ Baroque,Noir/Or,€,L'assiette I ♡ Baroque en porcelaine fine est une pièce indispensable et élégante pour une table de luxe.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/assiette-i-%E2%99%A1-baroque-33%C2%A0cm-n1045/N10263-N403651_RTU_TU_N1045__.html?cgid=418000,Assiette I ♡ Baroque 33 cm,205 €,France,no available,2020-03-30 19:54:54.738017
I ♡ Baroque,Blanc/Noir/Or,€,"Plateau carré I ♡ Baroque orné d'une Medusa au centre et de somptueuses couleurs dans les tons noirs, blancs et dorés.",https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/plateau-carre-i-%E2%99%A1-baroque-22%C2%A0cm-n1408/N25822-N403651_RTU_TU_N1408__.html?cgid=418000,Plateau carré I ♡ Baroque 22 cm,321 €,France,no available,2020-03-30 19:54:54.828912
I ♡ Baroque,Blanc/Or,€,Cette élégante assiette blanche est ornée d'une tête de Medusa dorée au centre : une pièce indispensable et élégante.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/coupe-i-%E2%99%A1-baroque-blanche-12%C2%A0cm-n1194/N15253-N403652_RTU_TU_N1194__.html?cgid=418000,Coupe I ♡ Baroque blanche 12 cm,37 €,France,no available,2020-03-30 19:54:54.892168
I ♡ Baroque,imprimer,€,Cette élégante assiette noire est ornée d'une tête de Medusa dorée au centre : une pièce indispensable et élégante.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/assiette-i-%E2%99%A1-baroque-noire-10%C2%A0cm-n1128/N10850-N403653_RTU_TU_N1128__.html?cgid=418000,Assiette I ♡ Baroque noire 10 cm,30 €,France,no available,2020-03-30 19:54:54.950288
I ♡ Baroque,imprimer,€,Cette élégante assiette blanche est ornée d'une tête de Medusa dorée au centre : une pièce indispensable et élégante.,https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/assiette-i-%E2%99%A1-baroque-blanche-10%C2%A0cm-n1128/N10850-N403652_RTU_TU_N1128__.html?cgid=418000,Assiette I ♡ Baroque blanche 10 cm,30 €,France,no available,2020-03-30 19:54:54.984644
I ♡ Baroque,I ♡ Baroque,€,"L'imprimé Baroque, les coupes, les lauriers et les ornements emblématiques ressortent sur un fond noir et blanc aux notes dorées.",https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/mug-i-%E2%99%A1-baroque-n1931/N15505-N403651_RTU_TU_N1931__.html?cgid=418000,Mug I ♡ Baroque,99 €,France,no available,2020-03-30 19:54:55.018895
I ♡ Baroque,Blanc/Or,€,"L'imprimé Baroque, les coupes, les lauriers et les ornements emblématiques avec une Medusa au centre ressortent sur un fond blanc aux notes dorées.",https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/assiette-i-%E2%99%A1-baroque-blanche-18%C2%A0cm-n1932/N10218-N403652_RTU_TU_N1932__.html?cgid=418000,Assiette I ♡ Baroque blanche 18 cm,58 €,France,no available,2020-03-30 19:54:55.053350
I ♡ Baroque,Blanc/Noir/Or,€,"L'imprimé Baroque, les coupes, les lauriers et les ornements emblématiques avec une Medusa au centre ressortent sur un fond noir et blanc aux notes dorées.",https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/assiette-i-%E2%99%A1-baroque-noire-18%C2%A0cm-n1932/N10218-N403653_RTU_TU_N1932__.html?cgid=418000,Assiette I ♡ Baroque noire 18 cm,58 €,France,no available,2020-03-30 19:54:55.089272
Medusa Rhapsody,imprimer,€,"Élaborée en porcelaine fine, cette assiette présente un motif central Medusa couleur or entouré d'un ensemble de fleurs Barocco. L'assiette est agrémentée de détails rouges et d'un logo Versace 90s Vintage.",https://www.versace.com/fr/fr-fr/home-collection/medusa-rhapsody/assiette-medusa-rhapsody-rouge-17%C2%A0cm-n1933/N10217-N403671_RTU_TU_N1933__.html?cgid=41710,Assiette Medusa Rhapsody rouge 17 cm,58 €,France,no available,2020-03-30 19:54:55.129962
I ♡ Baroque,Noir/Or,€,"L'imprimé Baroque, les coupes, les lauriers et les ornements emblématiques ressortent sur un fond noir aux notes dorées.",https://www.versace.com/fr/fr-fr/home-collection-i-love-baroque/mug-i-%E2%99%A1-baroque-noire-n1931/N15505-N403653_RTU_TU_N1931__.html?cgid=418000,Mug I ♡ Baroque noire,99 €,France,no available,2020-03-30 19:54:55.164400
