product_category,product_colour,product_currency,product_description,product_link,product_name,product_price,product_region,product_size,product_time
Men Clothing,blue,$,"Slim fit, stretch cotton denim jacket with triple golden stitching.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/slim-fit-denim-jacket-e912/EC1GUA92P-EALK3M_E912.html?cgid=12000001,Slim Fit Denim Jacket,$575,United States,"44,46,48,50,52,54",2020-03-30 19:51:11.126199
Men Clothing,blue,$,Stretch denim jeans with a Tropical Parrots print patch on the reverse pocket.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/tropical-parrots-pocket-jeans-e904/EA2GVA0SM-EAOB4X_E904.html?cgid=12000001,Tropical Parrots Pocket Jeans,$475,United States,"30,32,34,36,38,40",2020-03-30 19:51:11.163328
Men Clothing,white,$,"Slim fit, stretch cotton, dark denim jacket with triple golden stitching.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/slim-fit-denim-jacket-e003/EC1GUA92P-EHRI54_E003.html?cgid=12000001,Slim Fit Denim Jacket,$575,United States,"46,48,50,52,54",2020-03-30 19:51:11.204737
Men Clothing,blue,$,"Crew neck, short sleeve printed t-shirt from the capsule collection created in collaboration with artist Rosa Burgess.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/collage-capsule-collectiont-shirt-e201/EB3GVA7L4-E30295_E201.html?cgid=12000001,Collage Capsule CollectionT-Shirt,$225,United States,"XS,S,M,L,XL,XXL,XXXL",2020-03-30 19:51:11.973222
Men Clothing,green,$,,https://www.versace.com/us/en-us/jeans-couture/men-clothing/leo-chain-print-windbreaker-e155/EC1GVA910-E20432_E155.html?cgid=12000001,Leo Chain Print Windbreaker,$475,United States,"46,48,50,52",2020-03-30 19:51:12.421350
Men Clothing,blue,$,Skinny fit jeans in a classic wash characterized by gold-tone studs.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/studded-skinny-fit-jeans-e904/EA2GVA0OS-EAOB4Y_E904.html?cgid=12000001,Studded Skinny Fit Jeans,$950,United States,"30,32,34,36",2020-03-30 19:51:12.497739
Men Clothing,white,$,Soft cotton polo shirt with a zip-up collar and a gold-tone logo print.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/logo-polo-shirt-e003/EB3GVA7P2-E13959_E003.html?cgid=12000001,Logo Polo Shirt,$195,United States,"46,48,50,52,54,56",2020-03-30 19:51:12.535776
Men Clothing,blue,$,Slim fit jeans in a light wash with black stitching.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/slim-fit-jeans-e810/EA2GVA0S1-EAH54T_E810.html?cgid=12000001,Slim Fit Jeans,$275,United States,"30,32,33,34,36,38",2020-03-30 19:51:12.575500
Men Clothing,black+print,$,"Relaxed fit, round neck sweater with Etichetta label front.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/etichetta-label-knit-sweater-el01/EB5GUA803-E50248_EL01.html?cgid=12000001,Etichetta Label Knit Sweater,$325,United States,"S,M,L,XL,XXL",2020-03-30 19:51:12.614963
Men Clothing,print,$,"This regular fit, crew neck t-shirt comes in a colorful print depicting Baroque elements.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/multicolor-baroque-jewels-print-t-shirt-ek68/EB3GVB7R0-ES0772_EK68.html?cgid=12000001,Multicolor Baroque Jewels Print T-Shirt,$250,United States,"XS,S,M,L",2020-03-30 19:51:12.651274
Men Clothing,print,$,Hooded sweatshirt in the Logo Baroque print with contrast color cuffs and hems.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/logo-baroque-print-hoodie-e200/EB7GVA7F3-ESM600_E200.html?cgid=12000001,Logo Baroque Print Hoodie,$450,United States,"S,M,L,XL,XXL",2020-03-30 19:51:12.693900
Men Clothing,print,$,"Short sleeve, button-up shirt with the Tropical Island print and the logo.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/tropical-island-print-shirt-e200/EB1GVA607-ES0669_E200.html?cgid=12000001,Tropical Island Print Shirt,$450,United States,"44,46,48,50",2020-03-30 19:51:12.729139
Men Clothing,black,$,"Cotton t-shirt with a crew neck, short sleeves and a motif of the Etichetta print.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/etichetta-print-t-shirt-e899/EB3GVA7X4-E30324_E899.html?cgid=12000001,Etichetta Print T-Shirt,$150,United States,"XS,S,M,L,XL,XXL,XXXL",2020-03-30 19:51:13.998353
Men Clothing,black,$,"Crew neck, short sleeve t-shirt in the Gold Baroque print with a contrast color neck and hems.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/gold-baroque-print-t-shirt-e899/EB3GVB724-ESN600_E899.html?cgid=12000001,Gold Baroque Print T-Shirt,$225,United States,"XS,S,M,L,XL",2020-03-30 19:51:14.073398
Men Clothing,blue,$,"Crew neck, short sleeve t-shirt in the Tropical Island print with the logo on reverse.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/tropical-island-print-t-shirt-e256/EB3GVA7SB-ES0679_E256.html?cgid=12000001,Tropical Island Print T-Shirt,$295,United States,"S,M,L,XL,XXL",2020-03-30 19:51:14.152331
Men Clothing,red,$,"Cotton, crew neck t-shirt with logo print.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/logo-t-shirt-ek43/EB3GVA7VN-E30331_EK43.html?cgid=12000001,Logo T-Shirt,$125,United States,"S,M,L,XL,XXL,XXXL",2020-03-30 19:51:14.200825
Men Clothing,blue,$,Denim shirt printed with baroque motifs.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/baroque-print-denim-shirt-e904/EB1GVA69B-EAPU4S_E904.html?cgid=12000001,Baroque Print Denim Shirt,"$1,150",United States,"46,48,50,52,54,56",2020-03-30 19:51:14.248938
Men Clothing,black,$,Denim jacket with inserts in the Tropical Baroque print.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/tropical-baroque-insert-denim-jacket-e899/EC1GVA93J-EAPD4Z_E899.html?cgid=12000001,Tropical Baroque Insert Denim Jacket,$950,United States,"46,48,50,52",2020-03-30 19:51:14.297517
Men Clothing,green,$,Puffer jacket in the Leo Chain print with a zip up closure and the logo on reverse.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/leo-chain-print-puffer-jacket-e155/EE5GVA911-E20432_E155.html?cgid=12000001,Leo Chain Print Puffer Jacket,"$1,075",United States,"48,50,52,54",2020-03-30 19:51:14.337734
Men Clothing,blue,$,Hooded sweatshirt with denim inserts and a logo label on the chest.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/logo-accent-hoodie-e904/EB7GVB731-ESI800_E904.html?cgid=12000001,Logo Accent Hoodie,$525,United States,"S,M,L",2020-03-30 19:51:14.380450
Men Clothing,blue,$,Denim jacket with a contrast color Etichetta motif on the front.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/etichetta-denim-jacket-e904/EC1GVA93G-EAO957_E904.html?cgid=12000001,Etichetta Denim Jacket,$795,United States,"46,48,50,52",2020-03-30 19:51:14.421403
Men Clothing,black,$,This cotton t-shirt in the Leo Chain print has a logo motif and a contrast color crew neck.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/leo-chain-print-t-shirt-e899/EB3GVA7RB-ES0638_E899.html?cgid=12000001,Leo Chain Print T-Shirt,$295,United States,"XS,S,M,L,XL,XXL",2020-03-30 19:51:14.637210
Men Clothing,black,$,"Regular fit, cotton t-shirt with Etichetta label front.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/etichetta-label-cotton-t-shirt-ey6a/EB3GUA7TD-E30171_EY6A.html?cgid=12000001,Etichetta Label Cotton T-Shirt,$195,United States,"XS,S,M,L,XL,XXL,XXXL",2020-03-30 19:51:14.711300
Men Clothing,green,$,"Crew neck, short sleeve printed t-shirt from the capsule collection created in collaboration with artist Rosa Burgess.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/collage-capsule-collectiont-shirt-e155/EB3GVA7L3-E30295_E155.html?cgid=12000001,Collage Capsule CollectionT-Shirt,$225,United States,"XS,S,M,L,XL,XXL,XXXL",2020-03-30 19:51:14.783623
Men Clothing,white,$,Cotton button-up shirt with contrast Etichetta detail patch on the chest.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/etichetta-detail-cotton-shirt-e003/EB1GVA6R3-E30206_E003.html?cgid=12000001,Etichetta Detail Cotton Shirt,$225,United States,"46,48,50,52,54,56",2020-03-30 19:51:15.468828
Men Clothing,black,$,Denim jacket with a motif of the Etichetta print on the front.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/etichetta-print-denim-jacket-el02/EC1GVA91G-EHRC51_EL02.html?cgid=12000001,Etichetta Print Denim Jacket,$795,United States,"46,48,50",2020-03-30 19:51:15.543915
Men Clothing,white,$,"T-shirt in a mixed print, fusing the Tropical Baroque design with a graphic motif.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/mixed-print-t-shirt-e003/EB3GVA7KD-E30329_E003.html?cgid=12000001,Mixed Print T-Shirt,$225,United States,"XS,S,M,L,XL,XXL,XXXL",2020-03-30 19:51:15.581930
Men Clothing,blue,$,Denim jacket in the Tropical Parrots print featuring a logo motif on reverse.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/tropical-parrots-print-denim-jacket-e904/EC1GVA92L-EAO94W_E904.html?cgid=12000001,Tropical Parrots Print Denim Jacket,"$1,425",United States,"46,48,50,52,54,56",2020-03-30 19:51:15.621477
Men Clothing,pink,$,"Crew neck, short sleeve printed t-shirt from the capsule collection created in collaboration with artist Rosa Burgess.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/collage-capsule-collectiont-shirt-e421/EB3GVA7L2-E30295_E421.html?cgid=12000001,Collage Capsule CollectionT-Shirt,$225,United States,"XS,S,M,L,XL,XXL,XXXL",2020-03-30 19:51:15.662466
Men Clothing,white,$,Slim fit cotton t-shirt with a rubber logo patch.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/rubber-logo-t-shirt-e003/EB3GVB7TA-E30319_E003.html?cgid=12000001,Rubber Logo T-Shirt,$125,United States,"S,M,L,XL",2020-03-30 19:51:15.699368
Men Clothing,blue,$,Denim shorts with distressed edges and Etichetta detail patch.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/etichetta-patch-denim-shorts-e904/EA4GVA17G-EAOB57_E904.html?cgid=12000001,Etichetta Patch Denim Shorts,$425,United States,"30,32,34,36,38",2020-03-30 19:51:15.736356
Men Clothing,black,$,Cotton t-shirt in a mixed print with a central Etichetta label.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/mixed-print-t-shirt-e899/EB3GVA7KC-E30329_E899.html?cgid=12000001,Mixed Print T-Shirt,$225,United States,"XS,S,M,L,XL,XXL",2020-03-30 19:51:15.773230
Men Clothing,black,$,"Trackpants with the logo on the elasticized waistband, side pockets and ribbed knits.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/logo-sweatpants-e899/EA2GVA113-E07590_E899.html?cgid=12000001,Logo Sweatpants,$475,United States,"46,48,50,52,54",2020-03-30 19:51:17.318087
Men Clothing,red,$,Polo shirt with a Logo patch on the chest and contrast color collar and hems.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/logo-polo-shirt-e537/EB3GVA7P5-E36571_E537.html?cgid=12000001,Logo Polo Shirt,$125,United States,"46,48,50,52,54,56",2020-03-30 19:51:17.467599
Men Clothing,black,$,This cotton sweater has a logo motif and ribbed knits.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/logo-sweater-ek33/EB5GVA808-E50388_EK33.html?cgid=12000001,Logo Sweater,$325,United States,"S,M,L,XL,XXL",2020-03-30 19:51:17.517814
Men Clothing,print,$,"Crew neck, short sleeve t-shirt with a sequined motif from the Tropical Island print and a central logo.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/sequined-tropical-island-print-motif-t-shirt-e983/EB3GVA7RD-ESI700_E983.html?cgid=12000001,Sequined Tropical Island Print Motif T-Shirt,$275,United States,"S,M,L,XL,XXL",2020-03-30 19:51:17.556130
Men Clothing,print,$,Zip-up velvet sweatshirt in the Tropical Baroque print.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/tropical-baroque-print-velvet-sweatshirt-e983/EB7GVA7F2-ES0664_E983.html?cgid=12000001,Tropical Baroque Print Velvet Sweatshirt,$575,United States,"S,M,L,XL,XXL",2020-03-30 19:51:17.592209
Men Clothing,white,$,"Hooded, cotton sweatshirt with a gold-tone logo and a drawstring closure.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/gold-tone-logo-hoodie-ek41/EB7GVA7EC-E30310_EK41.html?cgid=12000001,Gold-Tone Logo Hoodie,$325,United States,"S,M,L,XL,XXXL",2020-03-30 19:51:17.630133
Men Clothing,green,$,Sweatpants in the Leo Chain print with side pockets and an elasticized waistband.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/leo-chain-print-sweatpants-e155/EA2GVA1A8-E20432_E155.html?cgid=12000001,Leo Chain Print Sweatpants,$425,United States,"46,48,50,52,54",2020-03-30 19:51:17.666863
Men Clothing,black,$,Regular fit shirt with triple golden stitching.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/heritage-collar-tip-shirt-e899/EB1GUA66P-EHRL00_E899.html?cgid=12000001,Heritage Collar Tip Shirt,$495,United States,"46,48,50,52,54,56,58",2020-03-30 19:51:17.706529
Men Clothing,white,$,Regular fit shirt with large Etichetta label on the back.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/etichetta-label-cotton-shirt-e003/EB1GUA6R1-E65036_E003.html?cgid=12000001,Etichetta Label Cotton Shirt,$225,United States,"44,46,48,50,52,54",2020-03-30 19:51:17.744647
Men Clothing,print,$,Sweatshirt in the Tropical Island print with a crew neck and long sleeves.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/tropical-island-print-sweatshirt-e983/EB7GVA743-ESI600_E983.html?cgid=12000001,Tropical Island Print Sweatshirt,$375,United States,"S,M,L,XL,XXL",2020-03-30 19:51:18.582241
Men Clothing,black,$,"Sweatpants with an elasticized waistband, ribbed knits and the logo on reverse. These pants are detailed with lateral triple gold-tone stitching.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/logo-detail-sweatpants-e899/EA2GVA1F0-E13956_E899.html?cgid=12000001,Logo Detail Sweatpants,$250,United States,"S,M,L,XL,XXL",2020-03-30 19:51:18.622997
Men Clothing,black,$,"Sleeveless, stretch denim shirt with gold metal flaps and triple golden stitching.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/heritage-gold-flaps-denim-shirt-e899/EB1GVA68I-EHRV4N_E899.html?cgid=12000001,Heritage Gold Flaps Denim Shirt,$475,United States,"46,48,50,52,54,56",2020-03-30 19:51:18.660050
Men Clothing,black,$,These shorts in the Baroque Jewels print have an Etichetta patch on the leg and an elasticized waistband.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/baroque-jewels-print-shorts-e899/EA4GVB1B6-E25115_E899.html?cgid=12000001,Baroque Jewels Print Shorts,$295,United States,"46,48,50",2020-03-30 19:51:18.696790
Men Clothing,black,$,Cotton polo shirt with Etichetta detail patch.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/etichetta-patch-polo-shirt-e899/EB3GVA7P1-E36571_E899.html?cgid=12000001,Etichetta Patch Polo Shirt,$125,United States,"44,46,48,50,52,54,56",2020-03-30 19:51:18.734304
Men Clothing,black,$,"Slim fit, cotton t-shirt with front logo.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/logo-cotton-t-shirt-e899/EB3GUA7DH-E36609_E899.html?cgid=12000001,Logo Cotton T-Shirt,$125,United States,"XS,S,M,L,XL,XXL,XXXL",2020-03-30 19:51:18.772161
Men Clothing,black,$,Polo Shirt with logo details and front logo label.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/logo-polo-shirt-e899/EB3GUB721-E36571_E899.html?cgid=12000001,Logo Polo Shirt,$175,United States,"46,48,50,52,54,56,58",2020-03-30 19:51:18.809372
Men Clothing,blue,$,Slim-fit jeans with Leo Chain motif back pockets.,https://www.versace.com/us/en-us/jeans-couture/men-clothing/leo-chain-pocket-jeans-e810/EA2GVA0K2-EAH54T_E810.html?cgid=12000001,Leo Chain Pocket Jeans,$325,United States,"30,32,33,34,36,38",2020-03-30 19:51:18.850020
Gifts for Her,white+print,$,"Crafted in pure organic cotton, this crew neck, short sleeve t-shirt is embellished with a metallic Medusa logo print and a motif of Gianni Versace's handwritten signature.",https://www.versace.com/us/en-us/gifts/gifts-for-her/medusa-signature-motif-slim-fit-t-shirt-a3272/A85760-A228806_A3272.html?cgid=510000,Medusa Signature Motif Slim Fit T-Shirt,$325,United States,"36,38,40,42,44,46,48",2020-03-30 19:51:19.480700
Gifts for Her,white+black,$,A wardrobe staple - this organic cotton t-shirt features a motif of Gianni Versace's signature.,https://www.versace.com/us/en-us/gifts/gifts-for-her/embroidered-gv-signature-t-shirt-a2048/A85757-A228806_A2048.html?cgid=510000,Embroidered GV Signature T-Shirt,$350,United States,"36,38,40,42,44,46,48,50",2020-03-30 19:51:19.536694
Gifts for Her,gold,$,These emblematic earrings are enriched with a Medusa charm on one end of the hoop and a Barocco V pendant on the other. All Versace Jewelry items are lead and nickel free. All materials are hypoallergenic.,https://www.versace.com/us/en-us/gifts/gifts-for-her/virtus-hoop-earrings-kot/DG2H378-DJMT_DTU_UNICA_KOT__.html?cgid=510000,Virtus Hoop Earrings,$425,United States,no available,2020-03-30 19:51:19.640783
Gifts for Her,print,$,,https://www.versace.com/us/en-us/gifts/gifts-for-her/v-barocco-print-satin-skirt-a2460/A85685-A233235_A2460.html?cgid=510000,V Barocco Print Satin Skirt,$925,United States,"38,42,44",2020-03-30 19:51:19.695125
Gifts for Her,red,$,,https://www.versace.com/us/en-us/gifts/gifts-for-her/virtus-shoulder-bag-dzrtp/DBFG985-D5VIT_DTU_UNICA_DZRTP__.html?cgid=510000,Virtus Shoulder Bag,"$1,895",United States,no available,2020-03-30 19:51:19.744477
Gifts for Her,red+black,$,"A charming and innovative timepiece, the Medusa Lock Icon watch is enriched with the iconic Greca on the top ring and on the padlock. The golden dial features the Versace logo at 12h. Striking 3D Medusa studs stand out, characterizing the watch straps. One by one, they embellish the long double tour strap in a red and black tone.",https://www.versace.com/us/en-us/gifts/gifts-for-her/red-medusa-lock-icon-watch-pnul/PVEDW001-P0019_RTU_TU_PNUL__.html?cgid=510000,Red Medusa Lock Icon Watch,"$1,395",United States,no available,2020-03-30 19:51:19.784268
Men Clothing,white,$,"Cotton t-shirt with a crew neck, short sleeves and a motif of the Etichetta print.",https://www.versace.com/us/en-us/jeans-couture/men-clothing/etichetta-print-t-shirt-e003/EB3GVA7X4-E30324_E003.html?cgid=12000001,Etichetta Print T-Shirt,$150,United States,"XS,S,M,L,XL,XXL,XXXL",2020-03-30 19:51:19.828792
Gifts for Her,green+gold,$,"The luxury fragrances embodies the Atelier Versace absolute dedication to excellence, encompassing a studious approach to exceptional quality components, innovative techniques and hand-craftsmanship. Cédrat de Diamante boasts the zest of Italian lemon, more efflorescent than traditional citrus aromas. Inspired by the Mediterranean, the perfume encompasses notes of pink grapefruit and natural woods, enhanced by aromatic cedarwood and vetiver. The perfume boasts a hand-made clear glass bottle enriched with the name of the fragrance written in a gold tone. The sculptural bottles is packed into a paper box embellished by a gold-tone Greek Key border painted by hand. The box reveals a mirror that features the Atelier Versace logo painted in a gold tone.",https://www.versace.com/us/en-us/gifts/gifts-for-her/atelier-versace-cedrat-de-diamante-rnul/R711132-R100MLS_RTU_TU_RNUL__.html?cgid=510000,Atelier Versace Cédrat de Diamante,$330,United States,no available,2020-03-30 19:51:19.875851
Gifts for Her,white,$,"Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in the finest quality leather with V-shaped quilting, the shoulder bag boasts magnetic flap over closure, a top handle and an adjustable shoulder strap. A bold symbol of the brand’s aesthetic heritage, the central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif. The inside of the exceptional quality bag features a zipped and flat leather pockets.",https://www.versace.com/us/en-us/gifts/gifts-for-her/quilted-virtus-shoulder-bag-k0aot/DBFG985-DNATR4_DTU_UNICA_K0AOT__.html?cgid=510000,Quilted Virtus Shoulder Bag,"$1,975",United States,no available,2020-03-30 19:51:20.021699
Gifts for Her,red,$,,https://www.versace.com/us/en-us/gifts/gifts-for-her/virtus-belt-bag-dzrtp/DV3G984-D5VIT_DTU_UNICA_DZRTP__.html?cgid=510000,Virtus Belt Bag,"$1,175",United States,no available,2020-03-30 19:51:20.072346
Gifts for Her,yellow+gold,$,"The luxury fragrances embodies the Atelier Versace absolute dedication to excellence, encompassing a studious approach to exceptional quality components, innovative techniques and hand-craftsmanship. Jasmin au Soleil highlights jasmine flowers from India picked at sunrise to preserve their freshness. Petals are complemented by beeswax from France, containing balsamic and honey notes with hints of hay and tobacco, adding a light, velvety dimension to the perfume. The sensual tones are paired with fresh lemon and cedarwood notes. The perfume boasts a hand-made clear glass bottle enriched with the name of the fragrance written in a gold tone. The sculptural bottle is packed into a paper box embellished by a gold-tone Greek Key border painted by hand. The box reveals a mirror that features the Atelier Versace logo painted in a gold tone.",https://www.versace.com/us/en-us/gifts/gifts-for-her/atelier-versace-jasmin-au-soleil-rnul/R711432-R100MLS_RTU_TU_RNUL__.html?cgid=510000,Atelier Versace Jasmin au Soleil,$330,United States,no available,2020-03-30 19:51:20.229270
Gifts for Her,red+gold,$,"Versace celebrates Chinese Valentine's Day with this Tribute Gold tone drop earrings boasting two pendants - one depicting the Medusa and another in a red heart shape featuring the Versace logo. All Versace Jewelry products are lead and nickel free.This product comes in dedicated packaging that depicts motifs of the ""Love Versace"" print.",https://www.versace.com/us/en-us/gifts/gifts-for-her/love-versace-earrings-khrot/DG2H420-DJMS_DTU_UNICA_KHROT__.html?cgid=510000,Love Versace Earrings,$295,United States,no available,2020-03-30 19:51:20.570054
Gifts for Her,print,$,"Taking its name from the Roman deity that symbolizes strength, courage, and character, the Virtus shoulder bag is crafted in exceptional quality calf leather enriched with western-inspired leather, thread and stud décor. The central gold-tone metal Barocco letter V is embellished by acanthus leaves taken from Versace’s signature motif. The bag features a top handle, adjustable shoulder strap, magnetic flap over closure and internal pockets.",https://www.versace.com/us/en-us/gifts/gifts-for-her/virtus-western-shoulder-bag-konat/DBFG985-DVRBB_DTU_UNICA_KONAT__.html?cgid=510000,Virtus Western Shoulder Bag,"$2,675",United States,no available,2020-03-30 19:51:20.609175
Gifts for Her,gold,$,"This bracelet from the emblematic Virtus line is crafted from several bangles enriched with a multitude of rings and charm pendants, including the Barocco V and western-inspired elements. All Versace Jewelry items are lead and nickel free. All materials are hypoallergenic.",https://www.versace.com/us/en-us/gifts/gifts-for-her/virtus-charm-bracelet-kcot/DG0H376-DJMX_KCOT.html?cgid=510000,Virtus Charm Bracelet,$975,United States,"S,M,L,XL",2020-03-30 19:51:20.656232
Gifts for Her,red+gold,$,"Versace celebrates Chinese Valentine's Day with this Tribute Gold tone necklace boasting two pendants - one depicting the Medusa and another in a red heart shape featuring the Versace logo. All Versace Jewelry products are lead and nickel free.This product comes in dedicated packaging that depicts motifs of the ""Love Versace"" print.",https://www.versace.com/us/en-us/gifts/gifts-for-her/love-versace-necklace-khrot/DG1H419-DJMS_DTU_UNICA_KHROT__.html?cgid=510000,Love Versace Necklace,$475,United States,no available,2020-03-30 19:51:20.694342
Gifts for Her,pink+gold,$,"The luxury fragrances embodies the Atelier Versace absolute dedication to excellence, encompassing a studious approach to exceptional quality components, innovative techniques and hand-craftsmanship. Éclat de Rose boasts the Moroccan Rose Centifolia: the delicate flowers are hand-picked during the early hours of the morning and then rapidly processed. Velvety rose accords are complemented by Ambrox, a signature note that reveals facets of amber, incense, wood, tobacco and musk. The perfume boasts a hand-made clear glass bottle enriched with the name of the fragrance written in a gold tone. The sculptural bottle is packed into a paper box embellished by a gold-tone Greek Key border painted by hand. The box reveals a mirror that features the Atelier Versace logo painted in a gold tone.",https://www.versace.com/us/en-us/gifts/gifts-for-her/atelier-versace-eclat-de-rose-rnul/R711332-R100MLS_RTU_TU_RNUL__.html?cgid=510000,Atelier Versace Éclat de Rose,$330,United States,no available,2020-03-30 19:51:20.732739
Gifts for Her,red+gold,$,"The recognizable Icon shoulder bag is revisited in a Western tone. The supple calf leather bag is enriched with all-over studwork, star and horseshoe hardware. Featuring a gold-tone lock closure, the flap over bag boasts an internal flat pocket and an embossed logo on reverse.",https://www.versace.com/us/en-us/gifts/gifts-for-her/icon-western-shoulder-bag-khrot/DBFG303-D6VBC_DTU_UNICA_KHROT__.html?cgid=510000,Icon Western Shoulder Bag,"$2,475",United States,no available,2020-03-30 19:51:20.770974
Gifts for Her,brown,$,These Tribute sunglasses are updated with a new temple accent: characterized by a small Medusa icon surrounded by crystal petals. The sunglasses feature a transparent brown frame and lenses.,https://www.versace.com/us/en-us/gifts/gifts-for-her/brown-tribute-jewel-sunglasses-onul/O4353BM-O53157451_RTU_TU_ONUL__.html?cgid=510000,Brown Tribute Jewel Sunglasses,$435,United States,no available,2020-03-30 19:51:20.820616
Gifts for Her,gold,$,This gold-tone necklace is embellished with western-inspired pendants. All Versace Jewelry products are lead and nickel free. All materials are hypoallergenic.,https://www.versace.com/us/en-us/gifts/gifts-for-her/rodeo-necklace-kcot/DG1H356-DJMX_DTU_UNICA_KCOT__.html?cgid=510000,Rodeo Necklace,$475,United States,no available,2020-03-30 19:51:20.862833
Gifts for Her,black,$,"Black sunglasses boasting a modern, thick acetate frame in an irregular shape. The temples are enriched with a Medusa encircled by crystals.",https://www.versace.com/us/en-us/gifts/gifts-for-her/black-medusa-crystal-sunglasses-onul/O4376B-OGB18754_RTU_TU_ONUL__.html?cgid=510000,Black Medusa Crystal Sunglasses,$295,United States,no available,2020-03-30 19:51:21.096883
Gifts for Her,black,$,These Tribute sunglasses are updated with a new temple accent: characterized by a small Medusa icon surrounded by crystal petals. The sunglasses feature a black frame and grey lenses.,https://www.versace.com/us/en-us/gifts/gifts-for-her/black-tribute-jewel-sunglasses-onul/O4353BM-O53148751_RTU_TU_ONUL__.html?cgid=510000,Black Tribute Jewel Sunglasses,$435,United States,no available,2020-03-30 19:51:21.152977
Gifts for Her,white,$,"These versatile pumps can be worn with evening looks or as an accent piece in casual outfits. Crafted from supple calf leather, these pointed toe, high heel sling-backs are enriched with heritage Safety Pin hardware.",https://www.versace.com/us/en-us/gifts/gifts-for-her/safety-pin-pumps-k0aoh/DST207P-DVT2P_K0AOH.html?cgid=510000,Safety Pin Pumps,$895,United States,"36,37,37.5,38,38.5,39,40,41",2020-03-30 19:51:21.217245
Gifts for Her,gold,$,Chain necklace with a crystal-embellished Gianni Versace signature motif. All Versace Jewelry items are lead and nickel free. All materials are hypoallergenic.,https://www.versace.com/us/en-us/gifts/gifts-for-her/crystal-gv-signature-necklace-kcot/DG1H401-DJMX_DTU_UNICA_KCOT__.html?cgid=510000,Crystal GV Signature Necklace,$975,United States,no available,2020-03-30 19:51:21.261237
Gifts for Her,black,$,"These versatile pumps can be worn with evening looks or as an accent piece in casual outfits. Crafted from patent leather, these pointed toe, high heel sling-backs are enriched with heritage Safety Pin hardware.",https://www.versace.com/us/en-us/gifts/gifts-for-her/safety-pin-patent-pumps-d41oh/DST207P-D2VE_D41OH.html?cgid=510000,Safety Pin Patent Pumps,$895,United States,"36,36.5,37,37.5,38,38.5,39,39.5,40,41",2020-03-30 19:51:21.347409
Women Clothing,print,$,Pleated skirt with a motif from the Tropical Baroque print and contrast color logo lettering on the elasticized waistband.,https://www.versace.com/us/en-us/jeans-couture/women-clothing/tropical-baroque-motif-pleated-skirt-e983/EA9HVA315-ES0646_E983.html?cgid=11000001,Tropical Baroque Motif Pleated Skirt,$375,United States,"36,38,40,42",2020-03-30 19:51:21.409190
